timestamp	packets/s	real-label	predict_p/s	predict-label
920950290	0.57	0	0.54	0
920950350	0.53	0	0.54	0
920950410	0.6	0	0.55	0
920950470	5.05	0	1.37	1
920950530	1.12	0	1.39	0
920950590	0.43	0	1.27	0
920950650	0.53	0	1.18	0
920950710	0.48	0	1.08	0
920950770	0.58	0	1.0	0
920950830	0.45	0	0.89	0
920950890	0.5	0	0.8	0
920950950	0.45	0	0.69	0
920951010	0.53	0	0.6	0
920951070	0.55	0	0.52	0
920951130	0.5	0	0.51	0
920951190	0.42	0	0.49	0
920951250	0.55	0	0.5	0
920951310	0.52	0	0.5	0
920951370	0.5	0	0.5	0
920951430	0.55	0	0.51	0
920951490	0.43	0	0.5	0
920951550	0.8	0	0.55	1
920951610	0.53	0	0.55	0
920951670	0.48	0	0.54	0
920951730	0.5	0	0.54	0
920951790	0.48	0	0.53	0
920951850	0.67	0	0.55	1
920951910	0.45	0	0.54	0
920951970	0.75	0	0.57	1
920952030	0.78	0	0.61	1
920952090	0.57	0	0.61	0
920952150	0.47	0	0.59	0
920952210	0.53	0	0.58	0
920952270	0.48	0	0.56	0
920952330	0.57	0	0.56	0
920952390	0.5	0	0.55	0
920952450	0.47	0	0.53	0
920952510	0.48	0	0.52	0
920952570	0.55	0	0.52	0
920952630	0.55	0	0.52	0
920952690	0.57	0	0.53	0
920952750	0.45	0	0.51	0
920952810	0.47	0	0.51	0
920952870	0.48	0	0.5	0
920952930	0.57	0	0.51	1
920952990	0.47	0	0.51	0
920953050	0.92	0	0.58	1
920953110	0.42	0	0.56	0
920953170	0.65	0	0.58	1
920953230	0.77	0	0.61	1
920953290	0.57	0	0.61	0
920953350	0.52	0	0.6	0
920953410	0.53	0	0.59	0
920953470	0.42	0	0.56	0
920953530	0.52	0	0.55	0
920953590	0.42	0	0.52	0
920953650	0.67	0	0.54	1
920953710	0.45	0	0.52	0
920953770	0.57	0	0.52	0
920953830	0.42	0	0.5	0
920953890	0.52	0	0.5	0
920953950	0.5	0	0.5	0
920954010	0.55	0	0.51	0
920954070	5.08	0	1.34	1
920954130	1.07	0	1.36	0
920954190	0.53	0	1.27	0
920954250	0.55	0	1.18	0
920954310	0.42	0	1.07	0
920954370	0.55	0	0.99	0
920954430	0.45	0	0.89	0
920954490	0.6	0	0.81	0
920954550	0.72	0	0.75	0
920954610	0.5	0	0.65	0
920954670	0.38	0	0.53	0
920954730	0.57	0	0.53	0
920954790	0.5	0	0.52	0
920954850	0.75	0	0.57	1
920954910	0.5	0	0.56	0
920954970	0.6	0	0.57	0
920955030	0.48	0	0.55	0
920955090	0.57	0	0.55	0
920955150	0.43	0	0.53	0
920955210	0.6	0	0.54	1
920955270	0.5	0	0.54	0
920955330	0.47	0	0.52	0
920955390	0.38	0	0.49	0
920955450	0.58	0	0.5	1
920955510	0.53	0	0.51	0
920955570	0.65	0	0.53	1
920955630	1.45	0	0.7	1
920955690	0.42	0	0.66	0
920955750	0.53	0	0.65	0
920955810	0.55	0	0.64	0
920955870	0.43	0	0.61	0
920955930	0.65	0	0.62	0
920955990	0.5	0	0.6	0
920956050	0.87	0	0.64	1
920956110	0.45	0	0.6	0
920956170	0.6	0	0.59	0
920956230	0.43	0	0.55	0
920956290	0.58	0	0.56	0
920956350	0.52	0	0.55	0
920956410	0.5	0	0.54	0
920956470	0.43	0	0.52	0
920956530	0.52	0	0.52	0
920956590	0.53	0	0.51	0
920956650	0.53	0	0.51	0
920956710	0.5	0	0.51	0
920956770	0.5	0	0.51	0
920956830	0.57	0	0.52	0
920956890	0.52	0	0.52	0
920956950	0.43	0	0.5	0
920957010	0.52	0	0.51	0
920957070	0.58	0	0.52	1
920957130	0.6	0	0.54	1
920957190	0.47	0	0.52	0
920957250	0.52	0	0.52	0
920957310	0.4	0	0.5	0
920957370	0.58	0	0.52	1
920957430	0.5	0	0.51	0
920957490	0.48	0	0.51	0
920957550	0.75	0	0.55	1
920957610	0.6	0	0.56	0
920957670	5.0	0	1.37	1
920957730	1.12	0	1.39	0
920957790	0.52	0	1.3	0
920957850	0.65	0	1.23	0
920957910	0.43	0	1.11	0
920957970	0.43	0	1.0	0
920958030	0.48	0	0.89	0
920958090	0.53	0	0.8	0
920958150	0.57	0	0.71	0
920958210	0.48	0	0.61	0
920958270	0.43	0	0.5	0
920958330	0.48	0	0.49	0
920958390	0.53	0	0.49	0
920958450	0.57	0	0.51	1
920958510	0.5	0	0.51	0
920958570	0.55	0	0.52	0
920958630	0.57	0	0.53	0
920958690	0.48	0	0.52	0
920958750	0.47	0	0.51	0
920958810	0.48	0	0.51	0
920958870	0.43	0	0.49	0
920958930	0.65	0	0.52	1
920958990	0.43	0	0.5	0
920959050	0.48	0	0.5	0
920959110	0.78	0	0.55	1
920959170	0.53	0	0.55	0
920959230	0.42	0	0.53	0
920959290	0.58	0	0.54	0
920959350	0.55	0	0.54	0
920959410	0.58	0	0.55	0
920959470	0.62	0	0.57	0
920959530	0.75	0	0.6	1
920959590	0.43	0	0.57	0
920959650	0.53	0	0.57	0
920959710	0.57	0	0.57	0
920959770	0.5	0	0.56	0
920959830	0.48	0	0.54	0
920959890	0.45	0	0.52	0
920959950	0.55	0	0.52	0
920960010	0.48	0	0.51	0
920960070	0.5	0	0.5	0
920960130	0.47	0	0.49	0
920960190	0.43	0	0.48	0
920960250	1.3	0	0.63	1
920960310	0.48	0	0.61	0
920960370	0.52	0	0.6	0
920960430	0.6	0	0.61	0
920960490	0.58	0	0.61	0
920960550	0.47	0	0.59	0
920960610	0.48	0	0.57	0
920960670	0.48	0	0.55	0
920960730	0.55	0	0.55	0
920960790	0.55	0	0.54	0
920960850	0.43	0	0.51	0
920960910	0.48	0	0.5	0
920960970	0.47	0	0.49	0
920961030	0.53	0	0.5	0
920961090	0.47	0	0.49	0
920961150	0.55	0	0.5	0
920961210	0.5	0	0.5	0
920961270	5.15	0	1.35	1
920961330	0.97	0	1.35	0
920961390	0.5	0	1.25	0
920961450	0.47	0	1.16	0
920961510	0.57	0	1.08	0
920961570	0.58	0	1.0	0
920961630	0.52	0	0.91	0
920961690	0.47	0	0.8	0
920961750	0.52	0	0.71	0
920961810	0.5	0	0.62	0
920961870	0.47	0	0.52	0
920961930	0.57	0	0.52	0
920961990	0.45	0	0.51	0
920962050	0.55	0	0.51	0
920962110	0.5	0	0.51	0
920962170	0.47	0	0.5	0
920962230	0.5	0	0.5	0
920962290	0.58	0	0.51	1
920962350	0.52	0	0.52	0
920962410	0.43	0	0.5	0
920962470	0.47	0	0.5	0
920962530	0.53	0	0.5	0
920962590	0.53	0	0.51	0
920962650	0.6	0	0.52	1
920962710	0.55	0	0.53	0
920962770	0.5	0	0.53	0
920962830	0.5	0	0.52	0
920962890	0.47	0	0.51	0
920962950	0.48	0	0.51	0
920963010	0.53	0	0.51	0
920963070	0.45	0	0.5	0
920963130	0.63	0	0.52	1
920963190	0.45	0	0.51	0
920963250	0.52	0	0.51	0
920963310	0.42	0	0.49	0
920963370	0.62	0	0.51	1
920963430	0.5	0	0.51	0
920963490	0.5	0	0.51	0
920963550	0.5	0	0.51	0
920963610	0.47	0	0.5	0
920963670	0.52	0	0.51	0
920963730	0.53	0	0.51	0
920963790	0.45	0	0.5	0
920963850	0.58	0	0.51	1
920963910	0.63	0	0.53	1
920963970	0.47	0	0.52	0
920964030	0.62	0	0.54	1
920964090	0.53	0	0.54	0
920964150	0.52	0	0.54	0
920964210	0.53	0	0.54	0
920964270	0.53	0	0.54	0
920964330	0.4	0	0.51	0
920964390	0.45	0	0.5	0
920964450	0.62	0	0.52	1
920964510	0.45	0	0.5	0
920964570	0.6	0	0.52	1
920964630	0.45	0	0.51	0
920964690	0.53	0	0.51	0
920964750	0.43	0	0.5	0
920964810	0.52	0	0.5	0
920964870	5.03	0	1.32	1
920964930	1.17	0	1.36	0
920964990	0.43	0	1.26	0
920965050	0.47	0	1.16	0
920965110	0.47	0	1.06	0
920965170	0.52	0	0.97	0
920965230	0.55	0	0.89	0
920965290	0.55	0	0.8	0
920965350	0.45	0	0.7	0
920965410	0.47	0	0.6	0
920965470	0.52	0	0.51	0
920965530	0.47	0	0.49	0
920965590	0.5	0	0.5	0
920965650	0.58	0	0.51	1
920965710	0.47	0	0.5	0
920965770	0.53	0	0.51	0
920965830	0.55	0	0.52	0
920965890	0.47	0	0.51	0
920965950	0.43	0	0.5	0
920966010	0.63	0	0.52	1
920966070	0.5	0	0.52	0
920966130	0.53	0	0.52	0
920966190	0.5	0	0.52	0
920966250	0.55	0	0.52	0
920966310	0.52	0	0.52	0
920966370	0.5	0	0.52	0
920966430	0.55	0	0.53	0
920966490	0.45	0	0.51	0
920966550	0.55	0	0.52	0
920966610	0.48	0	0.51	0
920966670	0.47	0	0.5	0
920966730	0.53	0	0.51	0
920966790	0.6	0	0.52	1
920966850	0.48	0	0.52	0
920966910	0.37	0	0.49	0
920966970	0.47	0	0.48	0
920967030	0.57	0	0.5	1
920967090	0.5	0	0.5	0
920967150	0.55	0	0.51	0
920967210	0.42	0	0.49	0
920967270	0.53	0	0.5	0
920967330	0.53	0	0.5	0
920967390	0.5	0	0.5	0
920967450	0.58	0	0.52	1
920967510	0.5	0	0.52	0
920967570	0.58	0	0.53	0
920967630	0.5	0	0.53	0
920967690	0.45	0	0.51	0
920967750	0.5	0	0.51	0
920967810	0.5	0	0.51	0
920967870	0.53	0	0.51	0
920967930	0.52	0	0.51	0
920967990	0.47	0	0.5	0
920968050	0.48	0	0.5	0
920968110	0.53	0	0.5	0
920968170	0.48	0	0.5	0
920968230	0.93	0	0.58	1
920968290	0.52	0	0.57	0
920968350	0.6	0	0.58	0
920968410	0.52	0	0.58	0
920968470	5.13	0	1.41	1
920968530	1.02	0	1.41	0
920968590	0.47	0	1.3	0
920968650	0.55	0	1.21	0
920968710	0.53	0	1.11	0
920968770	0.5	0	1.0	0
920968830	0.4	0	0.88	0
920968890	0.55	0	0.79	0
920968950	0.48	0	0.69	0
920969010	0.48	0	0.6	0
920969070	0.53	0	0.51	0
920969130	0.55	0	0.51	0
920969190	0.43	0	0.49	0
920969250	0.5	0	0.49	0
920969310	0.52	0	0.5	0
920969370	0.47	0	0.49	0
920969430	0.68	0	0.53	1
920969490	0.55	0	0.53	0
920969550	0.42	0	0.52	0
920969610	0.48	0	0.51	0
920969670	0.55	0	0.52	0
920969730	0.45	0	0.51	0
920969790	0.4	0	0.49	0
920969850	0.57	0	0.5	1
920969910	0.47	0	0.49	0
920969970	0.58	0	0.51	1
920970030	0.48	0	0.5	0
920970090	0.48	0	0.5	0
920970150	0.45	0	0.49	0
920970210	0.63	0	0.51	1
920970270	0.47	0	0.51	0
920970330	0.55	0	0.52	0
920970390	0.48	0	0.51	0
920970450	0.52	0	0.51	0
920970510	0.47	0	0.51	0
920970570	0.62	0	0.53	1
920970630	0.57	0	0.54	0
920970690	0.52	0	0.53	0
920970750	0.48	0	0.53	0
920970810	0.45	0	0.51	0
920970870	0.48	0	0.51	0
920970930	0.55	0	0.51	0
920970990	0.53	0	0.51	0
920971050	0.53	0	0.52	0
920971110	0.47	0	0.51	0
920971170	0.45	0	0.5	0
920971230	0.63	0	0.52	1
920971290	0.55	0	0.53	0
920971350	0.47	0	0.52	0
920971410	0.52	0	0.52	0
920971470	0.5	0	0.52	0
920971530	0.48	0	0.51	0
920971590	0.47	0	0.5	0
920971650	0.58	0	0.51	1
920971710	0.4	0	0.49	0
920971770	0.62	0	0.52	1
920971830	0.47	0	0.51	0
920971890	0.48	0	0.5	0
920971950	0.5	0	0.5	0
920972010	0.52	0	0.5	0
920972070	5.13	0	1.35	1
920972130	1.08	0	1.37	0
920972190	0.48	0	1.27	0
920972250	0.48	0	1.17	0
920972310	0.55	0	1.08	0
920972370	0.5	0	0.99	0
920972430	0.58	0	0.91	0
920972490	0.45	0	0.8	0
920972550	0.53	0	0.71	0
920972610	0.45	0	0.61	0
920972670	0.47	0	0.51	0
920972730	0.47	0	0.49	0
920972790	0.57	0	0.5	1
920972850	0.7	0	0.54	1
920972910	0.48	0	0.53	0
920972970	0.52	0	0.53	0
920973030	0.5	0	0.53	0
920973090	0.53	0	0.53	0
920973150	0.5	0	0.52	0
920973210	0.52	0	0.53	0
920973270	0.48	0	0.52	0
920973330	0.57	0	0.52	0
920973390	10.57	0	2.35	1
920973450	0.47	0	2.15	0
920973510	5.75	0	2.92	1
920973570	10.63	0	4.49	1
920973630	5.45	0	4.92	1
920973690	0.45	0	4.36	0
920973750	0.57	0	3.82	0
920973810	12.9	0	5.52	1
920973870	6.15	0	5.77	0
920973930	5.32	0	5.76	0
920973990	4.68	0	5.55	0
920974050	1.15	0	4.81	0
920974110	9.93	0	5.65	1
920974170	0.53	0	4.71	0
920974230	0.47	0	3.94	0
920974290	3.28	0	3.77	0
920974350	0.5	0	3.04	0
920974410	0.52	0	2.32	0
920974470	0.97	0	1.9	0
920974530	3.55	0	2.05	1
920974590	4.88	0	2.47	1
920974650	5.7	0	3.04	1
920974710	2.85	0	3.01	0
920974770	5.73	0	3.63	1
920974830	0.58	0	3.21	0
920974890	1.77	0	3.02	0
920974950	0.72	0	2.66	0
920975010	0.52	0	2.26	0
920975070	1.12	0	1.96	0
920975130	2.42	0	1.9	1
920975190	3.72	0	2.1	1
920975250	5.75	0	2.69	1
920975310	0.63	0	2.35	0
920975370	1.97	0	2.29	0
920975430	0.53	0	2.04	0
920975490	0.53	0	1.78	0
920975550	0.65	0	1.58	0
920975610	6.88	0	2.5	1
920975670	8.18	0	3.55	1
920975730	1.05	0	3.17	0
920975790	3.07	0	3.19	0
920975850	1.9	0	3.0	0
920975910	0.47	0	2.63	0
920975970	4.07	0	2.91	1
920976030	2.93	0	2.94	0
920976090	3.15	0	2.97	0
920976150	2.62	0	2.86	0
920976210	2.78	0	2.74	0
920976270	0.53	0	2.29	0
920976330	2.95	0	2.42	1
920976390	4.22	0	2.74	1
920976450	4.87	0	3.16	1
920976510	6.35	0	3.79	1
920976570	3.62	0	3.83	0
920976630	11.07	0	5.22	1
920976690	0.48	0	4.54	0
920976750	7.37	0	5.16	1
920976810	0.47	0	4.44	0
920976870	5.55	0	4.69	1
920976930	0.58	0	3.94	0
920976990	5.4	0	4.11	1
920977050	9.48	0	5.01	1
920977110	13.48	0	6.54	1
920977170	0.47	0	5.58	0
920984432	2.52	0	5.05	0
920984492	17.1	0	7.33	1
920984552	36.63	0	12.85	1
920984612	61.07	0	22.29	1
920984672	65.62	0	31.45	1
920984732	54.8	0	37.55	1
920984792	54.87	0	42.68	1
920984852	38.62	0	43.96	0
920984912	30.93	0	43.31	0
920984972	4.95	0	37.61	0
920985032	25.67	0	35.61	0
920985092	5.67	0	29.54	0
920985152	5.68	0	23.69	0
920985212	5.43	0	18.35	0
920985272	3.73	0	13.71	0
920985332	9.37	0	11.23	0
920985392	4.22	0	8.63	0
920985452	16.83	0	9.25	1
920985512	20.68	0	10.97	1
920985572	14.05	0	11.66	1
920985632	5.67	0	10.67	0
920985692	17.2	0	12.14	1
920985752	3.95	0	10.98	0
920985812	1.4	0	9.4	0
920985872	1.4	0	7.89	0
920985932	6.08	0	7.27	0
920985992	9.98	0	7.42	1
920986052	4.15	0	6.41	0
920986112	1.05	0	5.06	0
920986172	2.57	0	4.35	0
920986232	4.78	0	4.25	1
920986292	17.83	0	6.53	1
920986352	19.25	0	9.07	1
920986412	11.22	0	9.86	1
920986472	25.65	0	13.1	1
920986532	14.25	0	13.83	0
920986592	18.08	0	15.1	1
920986652	16.8	0	15.99	0
920986712	25.18	0	18.18	1
920986772	23.33	0	19.59	1
920986832	15.23	0	19.16	0
920986892	44.35	0	23.82	1
920986952	28.62	0	25.15	1
920987012	27.32	1	26.07	0
920987072	32.75	0	27.68	1
920987132	31.77	0	28.98	0
920987192	27.57	0	29.21	0
920987252	29.55	0	29.62	0
920987312	39.23	0	31.56	1
920987372	29.4	0	31.45	0
920987432	18.5	0	29.26	0
920987492	28.15	0	28.76	0
920987552	37.95	0	30.33	1
920987612	20.07	0	28.49	0
920987672	22.03	0	27.13	0
920987732	20.25	0	25.64	0
920987792	21.58	0	24.61	0
920987852	28.08	0	24.86	1
920987912	27.32	0	25.01	0
920987972	22.08	0	24.42	0
920988032	24.85	0	24.46	0
920988092	21.75	0	23.83	0
920988152	27.43	0	24.34	1
920988212	34.88	0	26.41	1
920988272	43.35	0	29.74	1
920988332	18.85	0	28.23	0
920988392	29.45	0	28.67	0
920988452	39.63	0	30.82	1
920988512	51.98	0	35.0	1
920988572	30.73	0	34.88	0
920988632	40.38	0	36.35	1
920988692	25.0	0	34.74	0
920988752	30.2	0	34.02	0
920988812	35.22	0	34.16	0
920988872	21.08	0	31.72	0
920988932	12.37	0	28.11	0
920988992	22.5	0	26.45	0
920989052	17.15	0	23.95	0
920989112	24.5	0	23.2	0
920989172	17.63	0	21.69	0
920989232	24.72	0	21.71	1
920989292	18.28	0	20.85	0
920989352	18.65	0	20.17	0
920989412	16.03	0	19.23	0
920989472	18.85	0	19.15	0
920989532	31.85	0	21.47	1
920989592	9.18	0	19.32	0
920989652	4.42	0	16.55	0
920989712	16.57	0	16.21	0
920989772	24.85	0	17.53	1
920989832	33.87	0	20.35	1
920989892	19.83	0	20.45	0
920989952	48.67	0	25.77	1
920990012	38.03	0	28.61	1
920990072	98.9	0	42.12	1
920990132	18.48	0	39.55	0
920990192	18.5	0	37.23	0
920990252	25.12	0	35.94	0
920990312	33.73	0	35.84	0
920990372	16.78	0	32.34	0
920990432	39.72	0	33.17	1
920990492	10.83	0	28.63	0
920990552	14.87	0	24.99	0
920990612	22.08	1	23.28	0
920990672	20.32	0	21.54	0
920990732	27.67	0	22.56	1
920990792	27.57	0	23.4	1
920990852	51.73	0	28.47	1
920990912	19.63	0	27.21	0
920990972	38.82	0	29.7	1
920991032	41.75	0	32.33	1
920991092	28.27	0	32.46	0
920991152	36.95	0	33.86	0
920991212	29.05	0	33.41	0
920991272	24.65	0	32.05	0
920991332	26.55	0	30.94	0
920991392	38.15	0	31.97	1
920991452	13.23	0	28.28	0
920991512	24.03	0	27.25	0
920991572	18.22	0	25.08	0
920991632	24.17	0	24.37	0
920991692	12.13	0	21.78	0
920991752	14.32	0	19.89	0
920991812	41.48	0	23.35	1
920991872	52.97	0	28.68	1
920991932	24.53	0	28.31	0
920991992	17.92	1	26.79	0
920992052	15.38	0	25.17	0
920992112	23.28	0	24.94	0
920992172	45.05	0	28.69	1
920992232	20.72	0	27.52	0
920992292	24.07	0	27.03	0
920992352	11.17	0	23.98	0
920992412	18.38	0	22.29	0
920992472	39.57	0	24.88	1
920992532	18.05	0	23.79	0
920992592	22.27	0	23.59	0
920992652	29.8	0	24.69	1
920992712	43.12	0	27.94	1
920992772	37.6	0	29.83	1
920992832	27.88	0	30.08	0
920992892	20.22	0	28.81	0
920992952	29.28	0	29.26	0
920993012	36.08	0	30.62	1
920993072	46.12	0	33.48	1
920993132	30.18	0	33.32	0
920993192	55.28	0	37.51	1
920993252	38.67	0	38.08	0
920993312	41.37	0	38.97	0
920993372	77.77	0	46.52	1
920993432	53.6	0	48.94	0
920993492	66.83	0	53.3	1
920993552	53.48	0	54.38	0
920993612	56.67	0	55.61	0
920993672	51.57	0	55.53	0
920993732	31.95	0	51.78	0
920993792	35.27	0	48.61	0
920993852	33.58	0	45.5	0
920993912	29.13	0	41.66	0
920993972	45.87	0	41.1	1
920994032	34.28	0	39.0	0
920994092	42.67	0	38.79	1
920994152	49.72	0	40.29	1
920994212	27.12	0	37.75	0
920994272	49.67	0	39.85	1
920994332	35.65	0	39.44	0
920994392	39.72	0	39.7	0
920994452	46.45	0	41.1	1
920994512	54.28	0	43.69	1
920994572	29.83	0	41.38	0
920994632	37.05	0	40.67	0
920994692	43.67	0	41.12	0
920994752	36.13	0	40.18	0
920994812	38.73	1	39.95	0
920994872	55.88	0	42.64	1
920994932	39.6	0	42.25	0
920994992	49.43	0	43.58	1
920995052	53.57	0	45.48	1
920995112	61.75	0	48.74	1
920995172	38.37	0	47.61	0
920995232	42.03	0	47.0	0
920995292	34.77	0	44.97	0
920995352	34.52	0	43.06	0
920995412	47.25	0	43.49	0
920995472	46.37	0	43.61	0
920995532	65.58	0	47.4	1
920995592	21.85	0	42.76	0
920995652	40.67	0	42.04	0
920995712	84.38	0	49.51	1
920995772	40.83	0	48.65	0
920995832	44.7	0	48.44	0
920995892	47.93	0	48.77	0
920995952	47.18	0	48.73	0
920996012	19.57	0	43.44	0
920996072	18.4	0	38.44	0
920996132	16.93	0	33.68	0
920996192	35.27	0	33.14	0
920996252	29.53	0	31.31	0
920996312	13.2	0	26.72	0
920996372	51.88	0	30.45	1
920996432	34.45	0	30.81	1
920996492	28.17	0	30.22	0
920996552	13.88	0	27.39	0
920996612	75.23	0	36.31	1
920996672	35.38	0	36.98	0
920996732	30.15	0	36.39	0
920996792	34.87	0	36.42	0
920996852	21.95	0	34.11	0
920996912	35.78	0	34.45	0
920996972	22.65	0	31.99	0
920997032	14.77	0	28.63	0
920997092	22.32	0	27.0	0
920997152	22.58	0	25.52	0
920997212	42.03	0	27.42	1
920997272	49.1	0	31.22	1
920997332	53.47	0	35.55	1
920997392	70.35	0	42.53	1
920997452	82.7	0	51.12	1
920997512	42.68	0	51.32	0
920997572	47.37	0	52.24	0
920997632	24.78	0	48.62	0
920997692	58.98	0	51.02	1
920997752	62.6	0	53.42	1
920997812	55.88	0	53.87	0
920997872	36.68	0	50.58	0
920997932	26.68	0	45.69	0
920997992	38.83	0	43.51	0
920998052	14.38	0	37.44	0
920998112	35.87	1	36.53	0
920998172	34.48	0	35.49	0
920998232	24.93	0	32.95	0
920998292	21.13	0	29.71	0
920998352	32.52	0	29.23	1
920998412	26.2	0	28.15	0
920998472	26.25	0	27.62	0
920998532	35.32	0	28.93	1
920998592	33.25	0	29.71	1
920998652	26.9	0	29.43	0
920998712	28.25	0	29.17	0
920998772	30.68	0	29.49	0
920998832	25.73	0	28.97	0
920998892	40.37	0	31.11	1
920998952	29.53	0	30.93	0
920999012	42.97	0	33.24	1
920999072	73.8	0	40.85	1
920999132	37.38	0	40.98	0
920999192	53.8	0	44.05	1
920999252	27.93	0	42.05	0
920999312	50.73	0	44.18	1
920999372	20.73	0	40.44	0
920999432	38.32	0	40.08	0
920999492	34.37	0	38.77	0
920999552	40.1	0	38.62	0
920999612	47.37	0	39.59	1
920999672	35.32	0	38.29	0
920999732	48.28	0	40.05	1
920999792	46.77	0	41.34	1
920999852	32.57	0	40.17	0
920999912	43.98	0	40.99	0
920999972	45.23	0	42.17	0
921000032	42.43	0	42.39	0
921000092	47.15	0	43.39	0
921000152	19.53	0	39.13	0
921000212	45.93	0	40.06	1
921000272	43.58	0	40.58	0
921000332	49.17	0	41.96	1
921000392	23.4	0	38.65	0
921000452	56.92	0	41.85	1
921000512	42.67	0	42.02	0
921000572	56.53	0	44.74	1
921000632	61.9	0	48.22	1
921000692	41.03	0	47.56	0
921000752	55.62	0	49.66	1
921000812	33.88	0	47.15	0
921000872	44.65	0	46.82	0
921000932	45.55	0	46.63	0
921000992	40.35	0	45.57	0
921001052	63.92	0	48.48	1
921001112	78.37	0	53.89	1
921001172	42.65	0	52.16	0
921001232	33.2	0	48.96	0
921001292	38.8	0	47.3	0
921001352	59.22	0	49.39	1
921001412	62.22	0	51.97	1
921001472	68.8	0	55.22	1
921001532	30.93	0	51.15	0
921001592	47.12	0	50.3	0
921001652	52.78	0	50.34	0
921001712	43.52	0	48.91	0
921001772	41.98	0	47.83	0
921001832	53.9	0	48.93	1
921001892	91.97	0	56.57	1
921001952	52.55	0	56.08	0
921002012	23.28	0	50.39	0
921002072	41.42	0	48.71	0
921002132	52.27	0	49.49	0
921002192	35.93	0	46.92	0
921002252	41.43	0	45.55	0
921002312	40.02	0	44.13	0
921002372	50.27	0	44.64	1
921002432	80.7	0	50.53	1
921002492	34.65	0	47.56	0
921002552	27.65	0	44.36	0
921002612	38.1	0	43.51	0
921002672	46.7	1	43.96	0
921002732	37.83	0	42.7	0
921002792	42.63	0	42.57	0
921002852	53.8	0	44.35	1
921002912	23.22	0	40.35	0
921002972	55.55	0	42.53	1
921003032	46.43	0	42.96	0
921003092	31.93	0	41.37	0
921003152	51.05	0	43.31	1
921003212	37.63	0	42.38	0
921003272	92.22	0	51.39	1
921003332	52.23	0	52.3	0
921003392	69.27	0	56.05	1
921003452	58.28	0	57.31	0
921003512	41.62	0	55.46	0
921003572	25.75	0	50.39	0
921003632	41.13	0	48.66	0
921003692	30.77	0	45.15	0
921003752	23.98	0	40.42	0
921003812	30.18	0	37.31	0
921003872	30.0	0	34.3	0
921003932	25.52	0	31.61	0
921003992	31.28	0	30.45	0
921004052	43.48	0	32.2	1
921004112	34.1	0	32.52	0
921004172	17.15	0	29.88	0
921004232	31.47	0	30.01	0
921004292	25.27	0	29.19	0
921004352	37.47	0	30.69	1
921004412	35.83	0	31.64	1
921004472	34.38	0	32.23	0
921004532	31.42	0	32.19	0
921004592	35.65	0	32.82	0
921004652	40.35	0	34.23	1
921004712	32.62	0	34.29	0
921004772	27.3	0	33.4	0
921004832	61.38	0	38.53	1
921004892	69.07	0	44.51	1
921004952	67.98	0	49.5	1
921005012	54.75	0	51.53	0
921005072	46.42	0	51.7	0
921005132	29.15	0	48.51	0
921005192	25.42	0	44.68	0
921005252	37.73	0	43.28	0
921005312	40.07	0	42.35	0
921005372	38.52	0	41.0	0
921005432	39.98	0	39.72	0
921005492	45.12	0	39.75	1
921005552	46.63	0	40.5	1
921005612	37.12	0	39.91	0
921005672	34.15	0	39.1	0
921005732	22.9	0	36.46	0
921005792	27.97	0	34.86	0
921005852	52.67	0	37.71	1
921005912	58.77	0	41.39	1
921005972	39.5	0	41.23	0
921006032	33.82	0	40.02	0
921006092	40.92	0	40.21	0
921006152	47.17	0	41.62	1
921006212	26.93	0	39.33	0
921006272	42.55	0	40.07	0
921006332	33.47	0	39.01	0
921006392	27.42	0	36.65	0
921006452	84.13	0	44.62	1
921006512	22.17	0	40.75	0
921006572	54.92	0	43.49	1
921006632	70.77	0	48.84	1
921006692	29.12	0	45.95	0
921006752	49.82	0	47.03	0
921006812	47.05	0	47.56	0
921006872	58.55	0	49.82	1
921006932	25.82	0	45.83	0
921006992	35.35	0	43.72	0
921007052	29.92	0	40.47	0
921007112	49.23	0	41.72	1
921007172	32.92	0	39.52	0
921007232	46.12	0	40.11	1
921007292	27.8	0	37.82	0
921007352	25.6	0	35.16	0
921007412	39.1	0	35.39	1
921007472	42.03	1	36.29	1
921007532	77.85	0	44.01	1
921007592	76.8	0	50.6	1
921007652	93.1	0	59.39	1
921007712	76.3	0	63.98	1
921007772	76.22	0	68.06	1
921007832	77.05	0	71.51	0
921007892	108.47	0	80.11	1
921007952	70.82	0	80.39	0
921008012	65.3	0	78.85	0
921008072	89.17	0	81.17	0
921008132	35.43	0	72.87	0
921008192	40.65	0	66.28	0
921008252	57.77	0	63.47	0
921008312	21.22	0	54.65	0
921008372	43.02	0	50.8	0
921008432	25.35	0	44.34	0
921008492	39.28	0	41.35	0
921008552	27.35	0	37.45	0
921008612	38.0	0	36.27	0
921008672	37.98	0	35.59	0
921008732	8.85	0	30.55	0
921008792	16.22	0	27.32	0
921008852	19.33	0	25.11	0
921008912	24.82	0	24.59	0
921008972	34.22	0	25.72	1
921009032	29.68	0	26.18	1
921009092	31.5	0	26.9	1
921009152	36.68	0	28.7	1
921009212	49.0	0	32.56	1
921009272	36.15	0	33.89	0
921009332	30.63	0	34.26	0
921009392	17.7	0	31.87	0
921009452	26.05	0	30.97	0
921009512	51.5	0	34.58	1
921009572	76.72	0	42.3	1
921009632	64.65	0	47.04	1
921009692	49.93	0	48.47	0
921009752	30.75	0	46.08	0
921009812	36.55	0	44.85	0
